"ITEM_NAME","DRUG_SHAPE","COLOR_CLASS","CHART","LINE_FRONT","LINE_BACK"
"사플리트서방정300밀리그램(사르포그렐레이트염산염)","장방형","하양","흰색의 장방형 필름코팅정","null","null"
"메가엠듀얼연질캡슐","타원형","노랑, 투명","흰색으로 필름 코팅된 미황색의 유성물질이 충전된 장방형의 연질캡슐","null","null"
"리피스림캡슐120밀리그램(오르리스타트)","장방형","파랑","흰색 또는 미백색의 분말 또는 과립이 든 상, 하부 청록색의 경질캡슐","null","null"
"모사모픽정5밀리그램(모사프리드시트르산염수화물)","장방형","하양","흰색의 장방형 필름코팅정제","null","null"
"안플라젠서방정300밀리그램(사르포그렐레이트염산염)","장방형","하양","흰색의 장방형 필름코팅정","null","null"
"바이버정200밀리그램(아시클로버)","육각형","하양","흰색의 정육각형 정제","null","null"
"듀얼셋세미서방정","원형","노랑","연한 노란색의 원형 서방성 필름코팅정","null","null"
"펠로오디정5밀리그램(메만틴염산염)","원형","분홍","밝은 분홍색 점박무늬의 모서리가 있는 편평한 원형 구강붕해정","null","null"
"펠로오디정10밀리그램(메만틴염산염)","원형","분홍","밝은 분홍색 점박무늬의 모서리가 있는 편평한 원형 구강붕해정","null","null"
"바스타젯정10/20밀리그램","타원형","하양","흰색 타원형의 필름코팅정","null","null"
"미르젠탁오디정7.5밀리그램(미르타자핀)","원형","하양","흰색의 원형 구강붕해정","null","null"
"미르젠탁오디정15밀리그램(미르타자핀)","원형","하양","흰색의 원형 구강붕해정","null","null"
"미르젠탁오디정30밀리그램(미르타자핀)","원형","하양","흰색의 원형 구강붕해정","null","null"
"하이콘티서방정","장방형","노랑","연한 노란색의 장방형 서방성 필름코팅정","null","null"
"아리토린정10/10밀리그램","타원형","하양","흰색의 타원형 필름코팅정","null","null"
"아토엠젯정10/40밀리그램","타원형","하양","흰색의 장방형 필름코팅정","null","null"
"인베가서방정9밀리그램(팔리페리돈)","장방형","분홍","분홍색의 캡슐모양 서방성 필름코팅정제","null","null"
"인베가서방정6밀리그램(팔리페리돈)","장방형","주황","흐린 노란색의 캡슐모양 서방성 필름코팅정제","null","null"
"인베가서방정3밀리그램(팔리페리돈)","장방형","하양","흰색의 캡슐모양 서방성 필름코팅정제","null","null"
"게보린정(수출명:돌로린정)","삼각형","분홍","홍색의 정제","null","null"
"프레탑캡슐75밀리그램(프레가발린)","장방형","갈색","흰색 또는 연한 노란색을 띄는 흰색의 분말이 든 상부 적갈색, 하부 흰색의 경질캡슐제","null","null"
"몬테포스츄정4mg(몬테루카스트나트륨)","타원형","분홍","양면이 볼록한 타원형의 씹어먹는 분홍색 정제","null","null"
"몬테포스츄정5mg(몬테루카스트나트륨)","원형","분홍","양면이 볼록한 원형의 씹어먹는 분홍색 정제","null","null"
"몬텔루정10밀리그램(몬테루카스트나트륨)","사각형","주황","모서리가 둥근 사각형 모양의 베이지색 필름코팅정제 ","null","null"
"로수맥스정10밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정제","null","null"
"올앳스정50밀리그램(실데나필시트르산염)","삼각형","연두","분할선을 가진 연두색의 모서리가 둥근 삼각형 필름코팅정","null","-"
"안플리코SR정(사르포그렐레이트염산염)","장방형","하양","흰색의 장방형 필름코팅정제","null","null"
"코마딘질정100밀리그람(클로트리마졸)","기타","하양","백색 장방형의 질정제이다.","null","null"
"데일리질정(클로트리마졸)","기타","하양","흰색 장방형의 질정제","null","null"
"아토렌정40밀리그램(아토르바스타틴칼슘삼수화물)","타원형","하양","흰색의 타원형 필름코팅정","null","null"
"얼사라정10밀리그램(라베프라졸나트륨)","원형","노랑","연한 노랑색의 원형 장용성필름코팅정제","null","null"
"리큐비이엑스정","장방형","노랑","연한 황색의 장방형 필름코팅정","-","null"
"넬스타정40/10밀리그램","타원형","회색","흰색과 연한 파란색의 양면이 볼록한 타원형 이중정","null","null"
"넬스타정40/5밀리그램","타원형","회색","흰색과 연한 파란색의 양면이 볼록한 타원형 이중정","null","null"
"뉴코딜정","원형","연두","녹색의 원형 장용성 필름코팅정","null","null"
"텔미정80밀리그램(텔미사르탄)","원형","하양","흰색 또는 거의 흰색의 양면이 볼록한 원형 정제","null","-"
"텔미정40밀리그램(텔미사르탄)","원형","하양","흰색 또는 거의 흰색의 양면이 볼록한 원형 정제","null","-"
"아트로드정10mg(아토르바스타틴칼슘수화물)","원형","하양","흰색의 원형 필름코팅정제","null","null"
"알마린정(알마게이트)","장방형","하양","흰색의 장방형 정제","null","null"
"리리베아캡슐50mg(프레가발린)","장방형","하양","흰색 내지 연한 노란색의 가루가 든 상부 흰색, 하부 흰색의 경질캡슐제","null","null"
"프루졸로정1밀리그램(프루칼로프라이드숙신산염)","원형","하양","흰색 내지 미백색의 원형 필름코팅정","null","null"
"카르베타정25밀리그램(카르베딜롤)","원형","하양","흰색의 원형 정제","null","-"
"카르베타정12.5밀리그램(카르베딜롤)","원형","분홍","적갈색의 원형 정제","null","-"
"마게이트정(알마게이트)","장방형","하양","흰색의 장방형 정제","null","null"
"티글러정90밀리그램(티카그렐러)","원형","노랑","노란색의 양면이 볼록한 원형의 필름코팅정","null","null"
"아리피진정5밀리그램(아리피프라졸(미분화))","타원형","파랑","파란색의 장방형 정제","null","-"
"알앤샷연질캡슐(세티리진염산염)","타원형","보라, 투명","무색 내지 연보라색의 내용물이 든 보라색의 투명한 타원형 연질캡슐","null","null"
"알마케이드정(알마게이트)","장방형","하양","흰색의 장방형 정제","null","null"
"알비콘정","원형","하양","흰색의 원형 필름코팅정","null","null"
"도네핀정5mg(도네페질염산염수화물)","원형","하양","흰색의 원형 필름코팅정","null","null"
"에스피씨니자정(니자티딘)","원형","노랑","황색의 원형 필름코팅정제","null","null"
"로수암핀정10/10밀리그램","원형","분홍","연한 주황색의 원형 필름코팅정 ","null","null"
"씬지로이드정0.025밀리그램(레보티록신나트륨수화물)","원형","보라","보라색의 원형 정제","-","null"
"에이목스캡슐500밀리그램 (아목시실린수화물)","장방형","빨강","흰색 또는 거의 흰색의 분말이 충전된 상부 적등색, 하부 분홍색의 경질캡슐제","null","null"
"엘뮤코정(에르도스테인)","타원형","하양","흰색의 장방형 필름코팅정","-","null"
"디멘페질구강붕해정10밀리그램(도네페질염산염수화물)","원형","노랑","황색의 원형 구강붕해정","null","null"
"디멘페질구강붕해정5밀리그램(도네페질염산염수화물)","원형","노랑","황색의 원형 구강붕해정","null","null"
"글루타틴정100mg(글루타티온(환원형))","원형","하양","흰색의 원형 당의정","null","null"
"트리비스정","원형","하양","이약은 원형의 흰색 필름코팅정제이다.","null","null"
"대원헤데라정(아이비엽30%에탄올건조엑스(5~7.5→1))","원형","초록","연한 녹색의 원형필름코팅정","null","null"
"원커민정(펠라고니움시도이데스11%에탄올건조엑스(5.5~6.6→1))","원형","갈색","적갈색의 원형 필름코팅정","null","null"
"타올라스정20밀리그램(타다라필)","삼각형","노랑","노란색 삼각형 모양의 필름코팅정제","null","null"
"타올라스정5밀리그램(타다라필)","원형","노랑","노란색 원형 모양의 필름코팅정제","null","-"
"레메론정15밀리그램(미르타자핀)","타원형","노랑","미황색의 필름코팅 타원형 정제","null","-"
"오스콜린정(콜린알포세레이트)","타원형","갈색","담황색의 달걀형 필름코팅정제 ","null","null"
"프루졸로정2밀리그램(프루칼로프라이드숙신산염)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"큐팜엑스알서방정500밀리그램(레비티라세탐)","타원형","하양","흰색의 장방형 서방성 필름코팅정","null","null"
"텔미모어정80/12.5밀리그램","원형","하양","백색 또는 미백색의 양쪽이 볼록한 원형 정제","null","null"
"텔미모어정40/12.5밀리그램","원형","하양","흰색 또는 거의 흰색의 양면이 볼록한 원형 정제","null","null"
"레조트론정2밀리그램(프루칼로프라이드숙신산염)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"레조트론정1밀리그램(프루칼로프라이드숙신산염)","원형","하양","흰색 내지 미백색의 원형 필름코팅정","null","null"
"제일콘드로600정","타원형","갈색","갈색의 장방형 필름코팅정","null","null"
"애드민플러스정","장방형","연두","녹색의 장방형 필름코팅정","null","null"
"플루스칸캡슐150밀리그램(플루코나졸)","장방형","파랑","흰색분말이 충진된 상부는 암청색, 하부는 담청색의 캡슐제","null","null"
"비코엑스장용정","원형","연두","녹색의 원형 장용성 필름코팅정제","null","null"
"엔피나정(피나스테리드)","팔각형","분홍","황갈색의 양면이 볼록한 팔각형 모양의 필름코팅정","null","null"
"쎄레메드캡슐100mg(세레콕시브)","장방형","하양","흰색 내지 연노란색의 분말이 충전된 상,하 파란색 줄이 있는 흰색의 경질캡슐","null","null"
"로우비카에이치씨티정10/40/12.5밀리그램","원형","분홍","회적색의 원형 필름코팅정제","null","null"
"로우비카에이치씨티정5/40/12.5밀리그램","원형","노랑","연한 노란색의 원형 필름코팅정제","null","null"
"로우비카에이치씨티정5/20/12.5밀리그램","원형","분홍","흰 주황색의 원형 필름코팅정제","null","null"
"살라이트정(방풍통성산건조엑스)","원형","회색","미백색의 원형 필름코팅정 ","null","null"
"키미테정","원형","하양","분홍색의 원형정제","null","null"
"젤잔즈정10밀리그램(토파시티닙시트르산염)","원형","파랑","파란색의 원형 필름코팅정제","null","null"
"로피리노서방정8mg(로피니롤염산염)","타원형","빨강","적갈색의 양면이 볼록한 장방형의 필름코팅 서방정제","null","null"
"로피리노서방정4mg(로피니롤염산염)","타원형","주황","밝은 갈색의 양면이 볼록한 장방형의 필름코팅 서방정제","null","null"
"로피리노서방정2mg(로피니롤염산염)","타원형","분홍","분홍색의 양면이 볼록한 장방형의 필름코팅 서방정제","null","null"
"기치콜정(펠라고니움시도이데스11%에탄올건조엑스(5.5~6.6→1))","원형","갈색","진한 적갈색의 원형 필름코팅 정제","null","null"
"오라팡정","장방형","하양","흰색 내지 미백색의 장방형 필름코팅정제","-","-"
"플라킴정75mg(클로피도그렐황산수소염)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"로나큐정4밀리그램(블로난세린)","원형","하양","흰색의 원형 정제","null","null"
"로나큐정2밀리그램(블로난세린)","원형","하양","흰색의 원형 정제","null","null"
"피오트정15밀리그램(피오글리타존염산염)","원형","하양","흰색 내지 회백색의 둥글고 볼록한 정제이다","null","null"
"텔미실산정80/5밀리그램","타원형","하양","흰색과 연한 파란색의 양면이 볼록한 타원형 이중정","null","null"
"텔미실산정40/5밀리그램","타원형","하양","흰색과 연한 파란색의 양면이 볼록한 타원형 이중정","null","null"
"엔리손SR서방정(에페리손염산염) ","원형","하양","흰색 내지 거의 흰색의 원형 서방성 필름코팅정","null","null"
"알레피논정(에피나스틴염산염)","원형","하양","흰색 또는 미황색의 원형 필름코팅정","null","-"
"뮤릭손서방정(에페리손염산염)","원형","하양","흰색 내지 거의 흰색의 원형 서방성 필름코팅정","null","null"
"이클린플러스정","원형","주황","주황색의 원형 필름코팅정","null","null"
"아미티자연질캡슐8마이크로그램(루비프로스톤)","타원형","분홍","투명한 내용물을 함유한 분홍색의 타원형 연질캡슐","null","null"
"아미티자연질캡슐24마이크로그램(루비프로스톤)","타원형","주황, 투명","투명한 내용물을 함유한 주황색의 타원형 연질캡슐","null","null"
"세바코에이치씨티정10/40/12.5밀리그램	","원형","분홍","회적색의 원형 필름코팅정제","null","null"
"세바코에이치씨티정5/40/12.5밀리그램	","원형","주황","연한 노란색의 원형 필름코팅정제","null","null"
"세바코에이치씨티정5/20/12.5밀리그램	","원형","분홍","흰 주황색의 원형 필름코팅정제","null","null"
"바이모정5밀리그램(미녹시딜)","원형","하양","흰색의 원형 정제","null","-"
"팜씨원정250mg(팜시클로비르)","원형","하양","흰색 원형의 필름코팅정","null","null"
"벤포빅정","타원형","빨강","적색의 타원형 필름코팅정","null","null"
"콘파워600정","타원형","갈색","진한 갈색의 타원형 필름코팅정","null","null"
"스토마제정","장방형","연두","장방형의 장용피를 한 연녹색의 필름코팅정","null","null"
"유니에피정20밀리그램(에피나스틴염산염)","원형","하양","흰색 또는 미황색의 원형 필름코팅정","null","-"
"실디나연질캡슐(밀크시슬열매건조엑스)","타원형","갈색","황갈색의 유상내용물을 함유한 암갈색의 장방형연질캡슐","null","null"
"프리에나연질캡슐","타원형","주황, 투명","무색 내지 연한 주황색의 투명한 액이 든 주황색의 투명한 타원형 연질캡슐","null","null"
"이티민정80밀리그램(은행엽건조엑스)","장방형","연두","녹색의 장방형 필름코팅정","null","-"
"토바스트정20밀리그램(아토르바스타틴칼슘삼수화물)","타원형","노랑","미황색의 타원형 필름코팅정","null","-"
"토바스트정10밀리그램(아토르바스타틴칼슘삼수화물)","타원형","노랑","미황색의 타원형 필름코팅정","null","null"
"토바스트정40밀리그램(아토르바스타틴칼슘삼수화물)","타원형","노랑","미황색의 타원형 필름코팅정","null","-"
"오스칼로정2밀리그램(프루칼로프라이드숙신산염)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"오스칼로정1밀리그램(프루칼로프라이드숙신산염)","원형","하양","흰색내지 미백색의 원형 필름코팅정","null","null"
"에펜서방정(에페리손염산염)","원형","하양","흰색 내지 거의 흰색의 원형 서방성 필름코팅정","null","null"
"로수듀오정10/20밀리그램(에제티미브, 로수바스타틴칼슘)","원형","하양","흰색 내지 거의 흰색의 원형 필름코팅정","null","null"
"로수듀오정10/5밀리그램(에제티미브, 로수바스타틴칼슘)","원형","하양","흰색 내지 거의 흰색의 원형 필름코팅정","null","null"
"로수듀오정10/10밀리그램(에제티미브, 로수바스타틴칼슘)","원형","하양","흰색 내지 거의 흰색의 원형 필름코팅정","null","null"
"세타펜8시간이알서방정650밀리그램(아세트아미노펜)","타원형","하양","흰색의 장방형 서방성 필름코팅정","null","null"
"도네페즈정10밀리그램(도네페질염산염수화물)","원형","노랑","황색의 원형 필름코팅정제","null","null"
"도네페즈정5밀리그램(도네페질염산염수화물)","원형","노랑","황색의 원형 필름코팅정제","null","null"
"바이모틴에스알정15밀리그램(모사프리드시트르산염수화물)","타원형","분홍","분홍색의 장방형 서방성 필름코팅정제","null","null"
"가바렉스캡슐100mg(가바펜틴)","장방형","하양","흰색이나 회백색 분말이 들어있는 상, 하 흰색의 경질캡슐제 ","null","null"
"라니티엠정(라니티딘염산염)","오각형","분홍","분홍색의 오각형 필름 코팅 정제","null","null"
"뮤리손SR서방정(에페리손염산염)","원형","하양","흰색 내지 거의 흰색의 원형 서방성 필름코팅정","null","null"
"세진정(세티리진염산염)","장방형","하양","흰색의 장방형 필름코팅정제","null","null"
"프리엔에프연질캡슐(나프록센)","타원형","노랑, 투명","무색 내지 미황색의 투명한 내용물을 함유하는 노란색 투명의 달걀형 연질캡슐제","null","null"
"벨포로츄어블정(수크로제이철옥시수산화물)","원형","갈색","한쪽 면에 PA500이 새겨진 적갈색의 원형 저작정이다. ","null","null"
"레썰피드정(레보설피리드)","원형","하양","흰색의 원형 정제","null","null"
"듀크라정625밀리그램(아목시실린-클라불란산칼륨(4:1))","장방형","하양","흰색 또는 거의 흰색의 장방형 필름코팅정","null","null"
"레보바이정250밀리그램(레보플록사신수화물)","타원형","분홍","진분홍색의 장방형 필름코팅정","null","null"
"덱시원연질캡슐(덱시부프로펜)","타원형","초록, 투명","무색의 투명한 액이 든 연한 청록색의 투명한 달걀형 연질캡슐","null","null"
"살라이트더블정(방풍통성산건조엑스(4.6→1))","원형","회색","미백색의 원형 필름코팅정","null","null"
"아세민CR정(아세클로페낙)","장방형","하양","흰색의 장방형 서방성 필름코팅정","null","null"
"유로펜타정500mg(레보플록사신수화물)","장방형","분홍","분홍색의 장방형 필름코팅정","null","null"
"토라메이트정25mg(토피라메이트)","원형","하양","흰색의 원형 필름코팅 정제","-","null"
"이소투정2밀리그램(이르소글라딘말레산염)","원형","하양","흰색의 원형 정제","null","null"
"이소투정4밀리그램(이르소글라딘말레산염)","원형","하양","흰색의 원형 정제","null","-"
"인티진정(레보세티리진염산염)","타원형","하양","흰색 또는 미황색의 타원형 필름코팅정","null","null"
"미니스정0.2밀리그램(데스모프레신아세트산염)","원형","하양","흰색의 원형 정제","null","-"
"미니스정0.1밀리그램(데스모프레신아세트산염)","타원형","하양","흰색의 타원형 정제","null","-"
"뉴론텍캡슐300밀리그램(가바펜틴) ","장방형","노랑","백색 또는 회백색의 분말이 들어있는 상·하부 미황색의 경질캡슐제","null","null"
"뉴론텍캡슐100밀리그램(가바펜틴)","장방형","하양","백색 또는 회백색의 분말이 들어있는 상·하부 백색의 경질캡슐제","null","null"
"파마라사길린정(라사길린메실산염)","원형","하양","흰색 또는 거의 흰색의 모서리가 있는 편평한 원형 정제","null","-"
"맥세비카정10/40밀리그램","원형","빨강","적갈색의 원형 필름코팅정제","null","null"
"맥세비카정5/40밀리그램","원형","노랑","연한 노란색의 원형 필름코팅정제","null","null"
"맥세비카정5/20밀리그램","원형","하양","흰색의 원형 필름코팅정제","null","null"
"엘푸록심정(세푸록심악세틸)","장방형","하양","흰색의 장방형 필름코팅정제","null","null"
"제클리정250밀리그램(클래리트로마이신)","타원형","연두","노란색의 타원형 필름코팅정","null","null"
"비아틴정100밀리그램(시타글립틴염산염수화물)","원형","분홍","주황색의 양면이 볼록한 원형의 필름코팅정","null","null"
"마그탑파워연질캡슐","타원형","갈색","회백색의 유상 내용물을 함유한 적갈색의 장방형 연질캡슐","null","null"
"테살핀정40/10밀리그램","타원형","회색","흰색과 연한 파란색의 양면이 볼록한 타원형 이중정","null","null"
"사포르SR정300밀리그램(사르포그렐레이트염산염)","장방형","하양","흰색의 장방형 필름코팅정","null","null"
"더이트라정(이트라코나졸고체분산체)","원형","하양","백색 또는 미황색을 띤 원형 필름코팅정","null","null"
"이탄돌플러스정","원형","주황","주황색의 원형 필름코팅정","null","null"
"모사리드서방정15밀리그램(모사프리드시트르산염수화물)","타원형","분홍","분홍색의 장방형 서방성 필름코팅정제","null","null"
"클로아핀캡슐","장방형","주황","흰색 및 미황색의 과립 및 장용코팅된 펠렛을 함유하는 상, 하부 주황색의 경질캡슐","null","null"
"위엔싹에프정(파모티딘)","원형","초록","녹색의 원형 필름코팅정","null","-"
"모사메드에스알정15밀리그램(모사프리드시트르산염수화물) ","타원형","분홍","분홍색의 장방형 서방성 필름코팅정제 ","null","null"
"유리모큐정0.2밀리그램(데스모프레신아세트산염)","원형","하양","흰색의 원형 정제","null","-"
"유리모큐정0.1밀리그램(데스모프레신아세트산염)","타원형","하양","흰색의 타원형 정제","null","-"
"칼디원정","장방형","연두","녹색의 장방형 필름코팅정","null","null"
"가스프렌씨알정15밀리그램(모사프리드시트르산염수화물)","타원형","분홍","분홍색의 장방형 서방성 필름코팅정제","null","null"
"알벤졸정(알벤다졸)","장방형","주황","연한 주황색의 장방형 필름코팅제","null","-"
"스피자임정","장방형","연두","장방형의 장용피를 한 연녹색의 필름코팅정","null","null"
"에스브론캡슐(아세브로필린)","장방형","회색","백색 내지 미백색의 분말이 충전된 상부 회색, 하부 흰색의 캡슐제","null","null"
"시타빅구강부착정(아시클로버)","원형","하양","둥근면과 평평한 면이 있는 흰색 내지 연한 노란색의 정제","null","null"
"하루로신서방캡슐0.4밀리그램(탐스로신염산염)","장방형","분홍","흰색 내지 연한 노란색의 펠렛을 함유한 상, 하부 흐린 노란 주황색의 경질캡슐","null","null"
"센펜연질캡슐(나프록센)","타원형","초록, 투명","무색의 투명한 액이 든 청록색의 투명한 타원형 연질캡슐","null","null"
"파모톤정20밀리그램(파모티딘)","원형","하양","흰색의 원형 필름코팅정제","null","null"
"리바스타정2밀리그램(피타바스타틴칼슘)","원형","하양","매우 엷은 황적색의 원형 필름코팅정","null","null"
"프리로탄정(로사르탄칼륨)","타원형","하양","흰색의 타원형 필름코팅정제","null","null"
"텔미프리정80밀리그램(텔미사르탄)","타원형","하양","흰색의 타원형 정제","null","null"
"텔미프리정40밀리그램(텔미사르탄)","타원형","하양","흰색의 타원형 정제","null","null"
"카베론정(카르베딜롤)","원형","하양","백색의 원형 정제","null","-"
"뉴티린정(콜린알포세레이트)","타원형","갈색","담황색의 장방형 필름코팅정","null","null"
"탐스피드서방캡슐0.4밀리그램(탐스로신염산염)","장방형","분홍","흰색 내지 연한 노란색의 펠렛을 함유한 상, 하부 흐린 노란 주황색의 경질캡슐","null","null"
"그루타제정","장방형","연두","장방형의 장용피를 한 연녹색의 필름코팅정","null","null"
"이로스타정5밀리그램(로수바스타틴칼슘)","원형","주황","노란색의 원형 필름코팅정","null","null"
"라토푸정(라푸티딘)","원형","하양","흰색의 원형 필름코팅정","null","null"
"위앤정","장방형","하양","흰색 또는 연한 흰색의 장방형 정제","null","null"
"리센드정150밀리그램(리세드론산나트륨2.5수화물)","타원형","파랑","밝은 파란색의 장방형 필름코팅정","null","null"
"영풍독시사이클린정100밀리그램","원형","노랑","황색 원형의 정제","null","-"
"부광타다라필정20mg","타원형","노랑","노란색의 장방형 필름코팅정","-","null"
"푸졸캡슐150밀리그램(플루코나졸)","장방형","파랑","흰색 분말이 충전된 상부 암청색, 하부 담청색의 캡슐제","null","null"
"쿠에티나정25밀리그램(쿠에티아핀푸마르산염)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"투엑스비쥬니어츄어블정","원형","노랑","흰색～미황색의 원형정제","null","null"
"알피티딘정20밀리그램(파모티딘)","원형","연두","연두색의 원형 필름코팅정","null","null"
"벤포마그업연질캡슐","타원형","갈색","흰색의 현탁액이 든 적갈색의 장방형 연질캡슐","null","null"
"케이탐스서방캡슐0.4밀리그램(탐스로신염산염)","장방형","분홍","흰색 내지 연한 노란색의 펠렛을 함유한 상, 하부 흐린 노란 주황색의 경질캡슐","null","null"
"스타로바정5mg(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"에스벤서방정50밀리그램(데스벤라팍신벤조산염)","사각형","분홍","엷은 분홍색의 정사각형 서방성 필름코팅정","null","null"
"에스벤서방정100밀리그램(데스벤라팍신벤조산염)","사각형","분홍","주홍색의 정사각형 서방성 필름코팅정","null","null"
"바크론정5밀리그람(바클로펜)","원형","하양","백색의 원형 정제","-","null"
"바사탄플러스정160/12.5밀리그램","타원형","빨강","어두운 적색의 타원형 필름코팅정","null","null"
"바사탄정80밀리그램(발사르탄)","원형","분홍","엷은 분홍색의 양면이 볼록한 원형 필름코팅정","null","-"
"유유베노스민정600밀리그램(디오스민)","원형","분홍","분홍 또는 연분홍의 원형 필름코팅정제","null","null"
"윕스정20밀리그램(타다라필)","삼각형","노랑","분할선을 가진 노란색의 모서리가 둥근 삼각형 모양의 필름코팅정제","-","null"
"에스알파정","원형","회색","담황갈색의 원형 유핵정","null","null"
"지엘타이밍정(카페인무수물)","팔각형","노랑","노란색의 팔각형 정제","null","null"
"알젠다졸정(알벤다졸)","장방형","분홍","연한 주황색의 장방형 필름코팅제","-","null"
"새로모아캡슐","장방형","초록","연회색 가루의 내용물이 든 상부 녹색, 하부 미황색의 불투명한 경질캡슐","null","null"
"다모다트정0.5밀리그램(두타스테리드)","타원형","노랑","연한 황색의 달걀형 필름코팅정제","-","-"
"비맥스에버정","타원형","갈색","진한 갈색의 타원형 필름코팅정","null","null"
"원데이에프골드정","타원형","갈색","빨간색의 타원형 필름코팅정","null","null"
"비코딜정","원형","연두","녹색의 원형 장용성 필름코팅정","null","null"
"부광메티마졸정2.5밀리그램","원형","하양","흰색의 원형 정제","null","-"
"두타스테린정0.5밀리그램(두타스테리드)","타원형","노랑","연한 황색의 달걀형 필름코팅정제","-","-"
"로수코마연질캡슐","타원형","노랑, 투명","흰색으로 필름 코팅된 미황색의 유성물질이 충전된 장방형의 연질캡슐","null","null"
"코딜로드에스정","원형","연두","녹색의 원형 장용성 필름코팅정제","null","null"
"넬프라정20밀리그램(에스오메프라졸마그네슘이수화물)","타원형","분홍","연한 분홍색의 장방형 필름코팅정","null","null"
"드라베정10밀리그램(라베프라졸나트륨)","원형","노랑","담황색의 원형 장용필름코팅정제","null","null"
"드라베정20밀리그램(라베프라졸나트륨)","원형","노랑","담황색의 원형 장용필름코팅정제","null","null"
"업트라셋정","장방형","주황","연한 황색의 장방형 필름코팅정제","null","null"
"유토젯정10/20mg","타원형","하양","흰색의 타원형 필름코팅정 ","null","null"
"뉴마코알연질캡슐","타원형","노랑, 투명","흰색으로 필름 코팅된 미황색의 유성물질이 충전된 장방형의 연질캡슐","null","null"
"레모나일공일사정","장방형","노랑","노란색의 장방형 필름코팅정","null","-"
"메가세클러캡슐(세파클러수화물)","장방형","파랑","연한 노란색의 분말이 충전된 상부 청색불투명, 하부 흰색 불투명 경질캡슐제","null","null"
"메가브로멜정(브로멜라인)","원형","분홍","분홍색의 원형 장용성 필름코팅정","null","null"
"젤잔즈XR서방정11밀리그램(토파시티닙시트르산염)","타원형","분홍","분홍색의 한쪽 옆면에 구멍이 있는 타원형 정제","null","null"
"바스타젯정10/10밀리그램","타원형","하양","흰색 타원형의 필름코팅정","null","null"
"안프라벨정(사르포그렐레이트염산염)","원형","하양","분할선이 있는 흰색의 원형 필름코팅정","null","-"
"콜레스톱정10mg(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"에소피드정40/600밀리그램","타원형","분홍","분홍색의 장방형 필름코팅정","null","null"
"에소피드정20/600밀리그램","타원형","주황","노란색의 장방형 필름코팅정","null","null"
"크레바젯정10/5밀리그램","타원형","분홍","분홍색의 장방형 필름코팅정","null","-"
"크레바젯정10/10밀리그램","타원형","주황","노란색의 장방형 필름코팅정","null","-"
"크레바젯정10/20밀리그램","타원형","분홍","분홍색의 달걀형 필름코팅정","null","-"
"유바로정20밀리그램(리바록사반)","원형","갈색","갈색을 띤 빨간색의 원형 필름코팅정","null","null"
"유바로정15밀리그램(리바록사반)","원형","빨강","빨간색의 원형 필름코팅정","null","null"
"유바로정10밀리그램(리바록사반)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"바로다운정10/10밀리그램","타원형","하양","흰색의 장방형 필름코팅정","null","null"
"삼토젯정10/10밀리그램","타원형","하양","흰색 또는 미백색의 장방형 필름코팅정","null","null"
"테온캡슐300밀리그램(테오브로민)","장방형","노랑","흰색분말이 충진된 상부 농황색, 하부 흰색의 경질캡슐제","null","null"
"에이스틴정(아토르바스타틴칼슘삼수화물)","원형","하양","흰색의 원형 필름코팅정","null","null"
"에이스틴정20밀리그램(아토르바스타틴칼슘수화물)","원형","하양","흰색의 원형 필름코팅정","null","null"
"오늘비타더블골드정","타원형","노랑","주황색의 타원형 필름코팅 정제","null","null"
"레세린정(레보세티리진염산염)","타원형","하양","흰색 또는 미황색의 타원형 필름코팅정","null","null"
"알레르텍연질캡슐(세티리진염산염)","타원형","보라, 투명","무색 내지 연보라색의 내용물이 든 보라색의 투명한 타원형 연질캡슐","null","null"
"파미틴정20밀리그램(파모티딘)","원형","연두","연두색의 원형 필름코팅정","null","null"
"피나스정5밀리그램(피나스테리드)","원형","파랑","청색의 원형필름코팅정","null","+"
"벤포콤정","장방형","주황","주황색의 장방형 필름코팅정","null","null"
"뉴만틴정(메만틴염산염)","기타","하양","흰색의 장방형 필름코팅정제","null","-"
"멜라엠서방정2밀리그램(멜라토닌)","원형","하양","흰색 내지 회백색의 양면이 볼록한 원형 정제","null","null"
"알로피나정5mg(피나스테리드)","원형","파랑","청색의 원형필름코팅정","null","+"
"몬테원츄정5mg(몬테루카스트나트륨)","원형","분홍","양면이 볼록한 원형의 씹어먹는 분홍색 정제","null","null"
"몬테원츄정4mg(몬테루카스트나트륨)","타원형","분홍","양면이 볼록한 타원형의 씹어먹는 분홍색 정제","null","null"
"마이페노캡슐(미세화페노피브레이트구형과립)","장방형","주황","흰색의 구형 미세과립을 함유한 주황색의 캡슐제","null","null"
"유니린정0.2밀리그램(데스모프레신아세트산염)","원형","하양","흰색의 원형 정제 ","null","-"
